94.960   12.02   12.85   12.11   12.10   10.75   10.52  1130.9   105.6   257.1   14.04   383.1   274.4   868.1   193.0   13.34   
94.227   11.90   12.90   11.94   11.72   10.69   10.54  1133.6   105.9   258.8   13.94   385.1   276.1   869.8   192.5   13.30   
94.469   11.92   12.87   11.90   11.91   10.78   10.64  1136.7   106.0   258.1   13.91   384.4   275.3   872.4   191.6   13.21   
94.685   12.11   12.89   12.19   12.17   10.96   10.87  1137.2   106.1   260.2   13.77   387.1   277.8   872.0   193.6   13.29   
94.939   12.36   12.85   12.04   12.15   11.24   11.15  1138.3   106.5   262.8   13.54   390.3   280.5   873.0   190.5   13.16   
94.932   12.80   12.85   12.09   12.05   11.83   11.68  1145.1   106.5   262.4   12.80   389.9   280.2   878.0   189.9   13.22   
94.919   13.22   12.88   12.31   12.36   12.12   11.99  1145.5   106.6   262.1   13.64   390.0   280.1   878.3   189.3   13.28   
95.394   14.71   13.03   13.16   13.38   13.65   13.22  1149.5   106.9   260.5   14.87   388.9   278.7   882.2   188.8   14.47   
95.847   15.24   13.59   13.70   13.78   14.07   13.76  1150.2   107.1   260.5   14.62   389.0   278.7   882.3   187.5   14.88   
96.356   15.77   14.00   15.14   15.37   14.27   13.65  1154.9   107.4   259.6   16.17   388.4   277.8   886.2   185.9   16.15   
97.175   15.68   15.40   15.38   15.32   13.83   13.22  1156.3   107.5   259.5   16.45   388.7   278.0   887.4   184.4   17.21   
98.716   15.58   15.70   15.05   14.76   13.86   13.21  1155.5   107.6   258.7   16.24   388.1   277.3   887.9   182.9   16.97   
99.422   16.25   16.03   16.53   15.55   14.31   13.83  1155.0   107.8   257.2   17.78   386.9   275.9   885.8   181.5   16.84   
100.946   15.74   16.35   15.04   14.78   13.64   13.29  1158.3   107.6   255.8   19.39   385.5   274.6   892.1   179.4   17.33   
101.503   14.68   16.35   14.42   14.30   12.91   12.57  1157.3   107.3   255.1   19.04   384.7   274.1   889.8   178.5   17.60   
99.320   13.21   16.35   13.82   13.57   11.81   11.67  1152.8   107.7   252.2   18.35   382.5   271.5   885.2   176.9   16.92   
98.475   11.86   16.25   12.73   12.18   11.23   11.08  1150.7   108.0   250.6   17.56   381.1   269.9   883.0   176.1   15.24   
97.012   10.94   15.90   10.79   10.47   10.49   10.63  1153.2   108.3   252.7   15.12   383.3   271.7   882.5   175.6   12.97   
96.369    9.77   14.68    9.73    9.14    9.57    9.94  1149.4   108.3   252.8   12.96   383.3   271.7   879.6   175.9   10.30   
95.289    9.44   14.15    8.60    8.53    9.44    9.94  1150.4   108.7   253.4   10.85   384.6   272.5   878.6   176.7    9.65   
94.860    9.02   13.38    8.95    8.15    9.23    9.89  1149.6   108.9   253.7   10.71   385.5   273.1   875.5   177.2    9.42   
93.394    8.68   13.20    7.68    7.70    9.14    9.79  1150.1   109.1   254.4    9.46   386.6   274.0   875.0   178.1    8.35   
93.568    8.56   13.06    8.04    7.51    9.23    9.58  1149.4   109.3   254.2   10.74   387.1   274.1   874.3   179.5    8.96   
92.617    7.89   12.85    6.50    6.44    8.78    9.08  1149.3   109.6   255.2    9.68   389.2   275.8   873.5   180.7    8.36   
92.264    7.87   12.58    6.37    6.76    8.64    8.90  1149.2   109.7   255.5    8.99   390.5   276.6   873.9   182.0    8.31   
92.472    8.23   12.35    7.08    7.42    8.96    9.23  1150.8   110.0   256.7    9.08   392.2   277.9   873.3   182.9    8.43   
92.526    8.51   12.18    8.15    7.92    9.15    9.47  1152.4   110.1   256.2    9.41   392.1   277.6   874.0   184.3    8.69   
91.975    8.54   12.23    8.21    8.08    9.16    9.46  1155.1   110.4   258.3    9.26   395.1   280.1   875.1   186.0    8.58   
92.066    8.57   12.18    8.17    7.98    9.19    9.44  1156.3   110.6   257.3    8.98   394.8   279.6   875.6   187.2    8.65   
92.338    8.58   12.18    7.88    7.93    9.23    9.46  1159.3   110.7   257.8    8.68   395.6   280.3   876.7   188.3    8.45   
93.219    9.13   12.25    8.22    8.44    9.72    9.92  1159.6   111.4   261.0    8.98   399.9   283.6   876.4   189.5    8.82   
93.835    9.35   12.25    8.88    8.58    9.90   10.12  1168.7   111.2   260.2    9.60   399.0   283.1   882.8   190.4    9.16   
93.636    9.71   12.55    8.72    8.60   10.18   10.47  1168.8   111.4   259.8    8.85   399.1   283.1   883.2   190.8    9.21   
93.903   10.79   12.80    9.41    9.41   11.06   11.21  1171.9   111.9   260.1    9.35   400.1   283.7   883.8   191.9    9.82   
93.740   11.28   12.95   10.03   10.01   11.52   11.69  1175.3   112.3   262.5   10.03   403.0   286.3   886.6   192.2   10.31   
92.740   10.74   13.03   10.12    9.78   10.92   11.23  1177.9   112.0   264.2   10.47   404.5   288.1   888.4   192.5   10.36   
92.715   11.12   13.08   10.06   10.09   11.18   11.31  1179.3   112.4   264.2   10.22   405.2   288.5   890.3   192.6   10.44   
92.367   11.65   13.25   10.64   10.26   11.74   11.68  1178.7   112.6   264.3   10.64   406.2   289.3   888.8   192.9   10.91   
92.872   12.07   13.43   10.46   10.45   12.06   12.01  1181.3   112.8   263.9   10.85   405.7   288.8   891.0   193.2   11.10   
92.784   12.28   13.60   11.52   11.39   11.97   11.80  1189.1   112.9   266.4   12.38   408.5   291.5   896.4   193.8   12.58   
92.334   11.99   13.73   11.30   11.24   11.54   11.46  1190.0   113.1   266.6   12.59   409.1   292.0   897.5   193.3   12.30   
92.271   11.98   13.78   11.34   11.07   11.65   11.55  1192.7   113.5   265.7   12.64   408.7   291.3   899.8   193.5   12.45   
92.856   12.56   13.85   11.41   11.66   12.08   11.89  1195.8   113.7   266.1   12.55   409.6   292.2   902.1   193.9   12.65   
93.745   13.51   14.00   12.33   12.51   12.82   12.62  1199.5   114.2   264.8   13.17   409.0   291.2   905.3   420.5   13.34   
94.369   13.97   14.08   13.34   13.28   13.27   12.94  1205.9   114.7   264.0   13.99   410.0   291.7   910.0   418.2   14.50   
94.937   13.61   14.18   13.51   13.29   12.99   12.59  1210.0   114.9   264.7   14.65   411.0   292.5   912.8   414.6   14.80   
94.976   14.20   14.28   14.31   13.98   13.33   12.77  1211.9   114.8   264.2   15.22   410.4   292.2   914.4   412.2   15.44   
95.394   14.81   14.28   14.38   14.31   13.62   13.06  1216.8   115.3   263.2   17.43   410.0   291.3   918.3   409.8   16.79   
96.133   15.18   14.43   14.65   14.98   13.77   13.40  1219.9   115.4   262.6   17.72   409.2   290.4   920.9   407.0   17.66   
