1	1	9054	7279	6472	6221	485	530	1493	0	78	?	2	11	9	52	1869	68588	10.93971869	20	1	1	685	2	96.12175525	16333
1	2	1800	2000	?	?	?	?	?	?	?	?	0	99	99	?	1965	917	?	99	0	1	9	1	?	3800
2	3	688	855	1296	545	472	489	120	3	70	141	3	8	8	55	1855	40404	12.85833333	16	0	0	404	3	42.05246914	1543
1	2	594	271	1780	305	560	710	56	?	60	300	8	0	0	75	1859	10003	15.44642857	0	0	1	100	3	17.13483146	865
2	3	1449	1307	3280	2173	424	456	130	1	70	500	2	7	5	62	1889	27244	21.2	12	0	0	272	2	66.25	2756
2	1	542	486	412	359	?	?	?	?	?	615	1	99	99	40	1909	73939	?	99	1	0	739	1	87.13592233	1028
1	1	181	535	?	?	?	?	?	?	?	700	2	0	0	25	1962	802	?	0	1	1	8	2	?	716
1	1	1336	1795	1500	1000	?	?	?	4	?	725	2	8	8	?	1961	94928	?	16	1	1	949	2	66.66666667	3131
1	1	5838	5564	4200	2100	442	486	741	4	98	754	2	9	10	65	1887	95929	15.38731444	19	1	1	959	2	50	11402
1	1	5976	6065	4481	3014	?	?	805	4	79	786	2	11	8	?	1911	93740	14.95776398	19	1	1	937	2	67.26177193	12041
1	1	6613	5112	4082	2914	411	457	637	0	?	790	2	7	7	30	1895	76019	18.40659341	14	1	1	760	2	71.38657521	11725
1	1	2856	2707	2260	1693	467	498	360	4	71	798	2	6	5	65	1913	95521	15.45277778	11	1	1	955	2	74.91150442	5563
1	1	18773	17422	16031	10914	500	570	?	2	79	830	4	9	8	58	1883	78712	?	17	1	1	787	3	68.08059385	36195
1	1	5813	8395	15289	5101	523	576	1951	3	94	845	6	13	13	76	1795	27514	7.282419272	26	1	1	275	4	33.36385637	14208
1	1	6795	5010	11165	4865	452	530	875	4	70	850	3	9	8	68	1901	93407	13.49142857	17	1	1	934	3	43.57366771	11805
1	1	1522	660	1277	1257	?	?	151	1	40	940	1	7	6	?	1895	25136	14.45033113	13	1	1	251	1	98.43382929	2182
1	1	1308	2193	1570	1431	348	368	?	?	?	942	1	5	4	76	1909	27707	?	9	1	1	277	1	91.14649682	3501
2	1	1404	1606	1630	1616	?	?	203	3	48	984	1	5	4	50	1937	64801	14.82758621	9	1	0	648	1	99.14110429	3010
1	1	1225	1400	?	?	?	?	153	1	69	1046	0	4	4	30	1934	88130	17.15686275	8	1	1	881	1	?	2625
1	1	9274	6674	5001	4534	?	?	?	0	?	1050	2	8	5	50	1890	74708	?	13	1	1	747	2	90.66186763	15948
1	1	1173	1549	1529	1503	300	320	195	0	53	1074	1	6	5	55	1874	36195	13.95897436	11	1	1	361	1	98.29954218	2722
1	1	4788	5524	?	?	456	571	1354	2	?	1090	2	8	8	?	1907	96822	7.615952733	16	1	1	968	2	?	10312
1	1	6076	5926	2447	2446	?	?	834	1	54	1095	0	7	5	35	1889	84408	14.39088729	12	1	1	844	1	99.95913363	12002
1	1	3138	3207	3123	3123	449	460	484	1	70	1098	0	5	5	30	1932	83725	13.10950413	10	1	1	837	1	100	6345
1	1	7574	8500	10916	7396	?	?	?	1	85	1100	2	8	8	?	1857	32306	?	16	1	1	323	2	67.75375595	16074
1	1	14147	12643	11190	6516	524	590	2651	3	98	1108	4	10	10	50	1853	32611	10.10562052	20	1	1	326	3	58.230563	26790
1	1	2845	2708	2300	2018	441	489	342	1	75	1152	2	8	8	65	?	89557	16.23684211	16	1	1	895	2	87.73913043	5553
1	1	10234	9075	12924	10340	490	550	1390	3	85	1169	4	9	9	60	1885	85721	13.89136691	18	1	1	857	3	80.00619003	19309
1	1	1145	701	1641	1305	?	?	91	1	60	1174	2	7	5	34	1911	81230	20.28571429	12	1	1	812	2	79.52468007	1846
1	1	1512	1772	1839	1839	?	?	321	1	60	1191	0	8	7	50	1866	66801	10.2305296	15	1	1	668	1	100	3284
2	1	1089	1309	787	779	?	?	170	1	68	1200	0	0	0	60	1965	71115	14.10588235	0	1	0	711	1	98.98348158	2398
1	1	5755	4323	3994	3923	?	?	743	1	78	1230	2	9	7	?	1871	72701	13.56393001	16	1	1	727	2	98.2223335	10078
1	1	2468	3150	5263	3912	555	515	320	1	63	1270	4	10	10	55	1867	63549	17.55625	20	1	1	635	3	74.33022991	5618
1	1	9059	7082	8112	6933	525	575	1076	0	76	1323	3	9	9	77	1856	36849	15.00092937	18	1	1	368	3	85.46597633	16141
1	1	9421	8479	10400	8700	?	?	?	1	90	1325	0	8	8	50	1866	66045	?	16	1	1	660	1	83.65384615	17900
1	1	10544	11443	23646	10715	?	?	?	4	100	1431	6	13	10	60	1919	90024	?	23	1	1	900	4	45.31421805	21987
1	1	7730	8047	19000	10684	499	577	?	4	95	1455	4	13	11	70	?	93106	?	24	1	1	931	3	56.23157895	15777
2	3	81	96	?	?	?	?	11	?	5	1460	0	4	3	?	1884	72202	16.09090909	7	0	0	722	1	?	177
1	1	10969	9343	?	?	545	618	?	4	90	1476	6	11	9	61	1868	94720	?	20	1	1	947	4	?	20312
1	1	4981	5369	15000	7600	526	602	668	3	95	1478	6	11	10	70	1844	12222	15.49401198	21	1	1	122	4	50.66666667	10350
1	1	1768	2436	7825	3637	460	505	324	4	85	1494	3	9	9	60	1828	12561	12.97530864	18	1	1	125	3	46.47923323	4204
1	1	1609	1759	1111	991	?	?	189	1	65	1521	2	6	4	30	1926	97520	17.82010582	10	1	1	975	2	89.19891989	3368
1	1	4278	4609	?	?	?	?	793	1	75	1524	0	5	7	45	1958	70148	11.20680958	12	1	1	701	1	?	8887
1	1	758	855	510	495	?	?	?	2	67	1555	2	5	4	30	1929	97850	?	9	1	1	978	2	97.05882353	1613
1	1	5804	6296	5101	4153	482	518	?	0	90	1556	2	7	7	48	1872	97403	?	14	1	1	974	2	81.41540874	12100
1	1	4698	4690	3329	2761	?	?	650	2	70	1559	2	11	9	38	1894	54481	14.44307692	20	1	1	544	2	82.93781916	9388
1	1	12147	8083	9230	7905	450	530	1892	1	70	1564	3	11	10	62	1858	50011	10.69238901	21	1	1	500	3	85.64463705	20230
1	1	8725	8808	9371	7529	?	?	1400	2	98	1564	4	11	11	?	1847	52242	12.52357143	22	1	1	522	3	80.34361327	17533
1	1	3553	3766	10603	7265	521	562	305	4	95	1579	4	7	7	?	1965	95064	23.99672131	14	1	1	950	3	68.51834386	7319
1	1	7784	7752	7150	6061	?	?	1827	1	80	1585	2	12	12	?	1839	65211	8.503557745	24	1	1	652	2	84.76923077	15536
1	1	5357	5803	12525	9478	430	470	645	3	72	1604	2	14	10	60	1849	48197	17.30232558	24	1	1	481	2	75.67265469	11160
1	1	4779	4628	2767	2333	427	468	451	4	67	1620	0	8	7	14	1908	44555	20.85809313	15	1	1	445	1	84.31514275	9407
1	3	12227	11580	6203	5583	?	?	1297	?	78	1620	3	13	9	?	1871	84602	18.35543562	22	0	1	846	3	90.00483637	23807
1	1	1991	3035	8868	4722	457	511	?	4	70	1630	2	7	9	57	1889	13775	?	16	1	1	137	2	53.24763194	5026
1	1	2600	2700	4506	2250	450	485	350	?	69	1650	2	11	10	60	1923	8028	15.14285714	21	1	1	80	2	49.9334221	5300
1	1	2103	2083	3096	2458	440	460	181	2	65	1696	2	9	8	65	1898	21532	23.12707182	17	1	1	215	2	79.39276486	4186
1	1	2000	2600	2550	2450	430	470	275	?	60	1700	1	7	8	55	1858	55987	16.72727273	15	1	1	559	1	96.07843137	4600
1	1	2393	2637	2214	1612	?	?	405	3	80	1704	2	6	6	30	1963	63121	12.41975309	12	1	1	631	2	72.80939476	5030
1	1	3577	4121	2114	1881	?	?	570	0	64	1712	2	7	6	55	1910	39406	13.50526316	13	1	1	394	2	88.9782403	7698
1	1	7856	9087	12679	8381	?	?	1069	0	69	1717	2	9	9	50	1895	60115	15.84939196	18	1	1	601	2	66.10142756	16943
1	1	10368	9904	10275	6249	499	570	?	2	83	1731	4	10	9	56	1861	98195	?	19	1	1	981	3	60.81751825	20272
1	1	12893	11901	16656	10090	481	544	1966	3	78	1740	2	10	20	42	?	20770	12.61139369	30	1	1	207	2	60.57877041	24794
1	1	11202	6330	13127	10470	?	?	1059	0	65	1762	2	9	9	45	1869	62901	16.55524079	18	1	1	629	2	79.75927478	17532
1	1	9583	8662	10013	7581	?	?	?	2	90	1770	2	9	9	60	1785	30602	?	18	1	1	306	2	75.71157495	18245
1	1	11467	13752	15877	11180	473	529	1375	2	87	1780	4	11	9	?	1820	47405	18.34109091	20	1	1	474	3	70.4163255	25219
1	1	3713	3405	3421	2859	?	?	?	0	79	1780	2	7	6	56	1844	38677	?	13	1	1	386	2	83.57205495	7118
1	1	634	805	1013	752	316	342	99	4	51	1787	1	5	5	?	1865	20715	14.53535354	10	1	1	207	1	74.23494571	1439
1	1	13652	13688	13907	10944	504	584	?	3	90	1820	4	15	13	?	?	53706	?	28	1	1	537	3	78.69418279	27340
1	1	11622	9368	13587	10072	507	576	965	2	91	1844	5	6	6	?	?	80309	21.75129534	12	1	1	803	3	74.12968279	20990
1	1	1745	1640	1645	1092	?	?	186	2	84	1850	4	1	1	?	?	48128	18.19892473	2	1	1	481	3	66.38297872	3385
1	1	18114	15523	17612	13954	?	?	2965	3	69	1890	2	16	12	50	1870	43210	11.34468803	28	1	1	432	2	79.23007041	33637
1	1	14351	11775	14482	9655	528	615	2429	4	83	1940	7	11	8	70	?	61801	10.75586661	19	1	1	618	4	66.66896837	26126
1	1	4140	1182	2276	2106	490	588	314	4	79	1950	4	8	5	56	1885	49931	16.94904459	13	1	1	499	3	92.53075571	5322
2	1	1310	1210	3059	1707	450	490	174	4	49	1995	2	9	9	60	?	17745	14.48275862	18	1	0	177	2	55.80254985	2520
1	1	4439	5319	?	6134	440	497	400	2	85	2000	2	8	4	?	1868	48202	24.395	12	1	1	482	2	?	9758
1	1	4796	6234	7430	3667	490	531	715	3	54	2054	4	11	11	74	1875	15705	15.42657343	22	1	1	157	3	49.35397039	11030
1	1	2349	2656	3609	2730	455	530	311	2	75	2066	2	10	9	61	?	17257	16.09324759	19	1	1	172	2	75.64422278	5005
1	1	2304	2686	3093	2408	?	?	304	3	48	2120	1	10	8	47	1857	16444	16.41447368	18	1	1	164	1	77.85321694	4990
1	1	6000	6526	13709	11162	485	536	1210	4	87	2133	4	12	9	?	1881	6268	10.35206612	21	1	1	62	3	81.42096433	12526
2	1	690	30	327	207	450	500	57	?	75	2160	2	6	3	70	1891	2540	12.63157895	9	1	0	25	2	63.30275229	720
1	1	5777	8371	9420	6484	452	492	717	1	75	2208	2	10	9	55	?	43403	19.73221757	19	1	1	434	2	68.83227176	14148
1	1	6211	6409	6766	5538	460	510	1052	1	81	2230	2	10	9	74	?	29208	11.99619772	19	1	1	292	2	81.85042861	12620
1	1	1218	1643	2763	2392	?	?	183	2	54	2349	2	6	3	?	1882	23803	15.63387978	9	1	1	238	2	86.57256605	2861
1	1	6581	5959	6946	4236	450	510	1849	2	90	2352	2	9	8	?	?	60680	6.782044348	17	1	1	606	2	60.98473942	12540
1	1	6621	8437	7657	7428	421	450	730	1	70	2388	0	8	8	60	1910	44242	20.62739726	16	1	1	442	1	97.00927256	15058
2	2	306	343	239	239	400	400	38	0	52	2410	0	4	4	50	1834	72830	17.07894737	8	0	0	728	1	100	649
1	1	16342	14620	?	?	?	?	?	3	?	2412	1	11	9	50	1851	55455	?	20	1	1	554	1	?	30962
1	1	5686	7523	13936	7364	493	552	816	1	78	2501	3	11	9	58	1743	19716	16.1875	20	1	1	197	3	52.84156142	13209
1	1	742	672	575	551	?	?	83	0	65	2509	0	2	2	?	1929	59501	17.03614458	4	1	1	595	1	95.82608696	1414
