  48.9    32.0    46.5     0.0   29.90    2.90    5.75    13.8   34.28    46.8   
  51.8    42.8    46.8     0.3   29.70    4.50    8.29    20.8   34.28    48.1   
  51.8    41.9    45.6     0.4   29.75    4.50    6.21    18.3   34.28    47.1   
  53.1    33.8    33.9     0.1   30.07    6.30    10.2    34.4   34.28    43.8   
  54.0    29.8    34.2     0.0   30.18    6.40    3.57    9.21   34.28    41.2   
  57.4    43.3    39.6     0.0   30.16    7.70    3.80    9.21   34.28    50.3   
  62.4    41.0    44.7     0.0   30.19    6.30    3.11    9.21   34.28    50.8   
  64.0    37.0    43.5     0.0   30.20    6.30    2.07    4.72   34.28    48.7   
  55.4    39.0    44.7    0.09   30.10    7.10    4.95    11.3   34.28    49.2   
  62.8    50.2    46.6     0.0   29.88    7.60    10.8    18.3   34.28    55.7   
  60.8    48.9    49.1     0.3   29.92    10.1    8.17    13.8   34.28    52.9   
  60.8    49.5    49.0     0.1   30.04    7.70    5.41    11.3   34.28    54.1   
  64.4    42.8    44.5     0.0   30.01    7.50    10.3    16.1   34.28    54.4   
  59.9    46.8    43.0     0.0   29.92    7.20    13.1    18.3   34.28    52.8   
  50.0    39.2    41.2     0.0   29.83    7.20    7.37    16.1   34.28    45.9   
  57.2    40.6    42.2     0.0   29.88    6.10    2.65    6.90   34.28    47.3   
  57.6    37.9    45.6     0.0   30.12    7.20    5.18    9.21   34.28    49.7   
  64.4    46.2    49.0     0.0   30.32    7.80    7.14    13.8   34.28    53.8   
  63.3    43.3    48.4     0.0   30.26    7.20    4.95    9.21   34.28    52.2   
  57.2    44.6    47.4     0.0   30.19    4.40    7.83    16.1   34.28    50.7   
  53.6    44.6    48.4    0.09   30.00    5.10    4.37    13.8   34.28    49.1   
  50.5    39.2    36.0     0.2   30.09    7.20    17.6    27.5   39.13    44.8   
  50.4    35.6    28.2     0.0   30.23    7.30    19.1    25.3   34.28    41.8   
  52.9    27.9    31.0     0.0   30.10    6.50    4.26    13.8   34.28    38.9   
  55.4    28.4    32.3     0.0   30.04    5.50    3.68    11.3   34.28    40.2   
  57.4    29.3    35.2     0.0   30.05    5.80    5.06    11.3   34.28    42.6   
  58.5    42.8    43.8    0.09   29.98    7.50    8.63    16.1   34.28    51.0   
  57.7    46.0    43.8     0.1   29.78    7.50    15.4    23.0   34.28    50.8   
  53.1    43.3    43.4     0.0   29.59    6.40    9.55    18.3   27.73    47.1   
  47.1    37.4    32.4     0.7   29.77    7.50    22.4    32.2   46.03    42.1   
  46.4    30.2    24.4     0.0   30.01    7.40    17.6    25.3   34.28    38.7   
  48.7    30.2    27.6    0.09   30.19    7.60    3.68    11.3   34.28    38.7   
  52.3    25.3    25.4     0.0   30.30    6.90    4.26    18.3   34.28    36.9   
  55.4    26.6    29.6     0.0   30.23    7.30    6.33    13.8   34.28    40.7   
  65.1    39.9    43.2     0.0   30.10    7.60    7.83    11.3   34.28    47.2   
  60.8    41.0    44.9     0.2   30.16    7.00    4.60    11.3   34.28    49.4   
  63.5    35.1    40.9     0.0   30.16    6.70    4.26    11.3   34.28    49.5   
  53.4    39.6    43.0    0.09   29.82    7.20    6.10    13.8   34.28    46.7   
  52.0    42.8    44.7     0.8   29.82    7.40    9.44    18.3   34.28    48.1   
  57.2    44.8    42.1     0.2   29.99    7.80    13.0    47.1   34.28    50.1   
  52.7    44.4    44.0    0.09   29.82    3.70    7.60    13.8   34.28    47.5   
